"CO_MUNICIPIO";"NO_MUNICIPIO";"CO_SIGLA_ESTADO";"TP_CADASTRO";"TP_PACTO";"TP_ENVIA";"TP_ENVIA_CNES";"TP_CIB_SAS";"TP_PLENO_ORIGEM";"TP_MAC";"NU_POPULACAO";"NU_DENSIDADE";"CMTP_INICIO_MAC"
"313280";"ITAMBE DO MATO DENTRO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313300";"ITAMONTE";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"313320";"ITANHOMI";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313340";"ITAPAGIPE";"MG";"S";"S";"1";"S";"S";"N";"S";"";"8";"102018"
"313370";"ITATIAIUCU";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313380";"ITAUNA";"MG";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"313410";"ITUETA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313430";"ITUMIRIM";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313440";"ITURAMA";"MG";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"313460";"JABOTICATUBAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"313470";"JACINTO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"9";"032018"
"313490";"JACUTINGA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313535";"JAPONVAR";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313545";"JENIPAPO DE MINAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313550";"JEQUERI";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313570";"JEQUITIBA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316805";"TAPARUBA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316820";"TAPIRAI";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316830";"TAQUARACU DE MINAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316880";"TIRADENTES";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316890";"TIROS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"4";"102018"
"316905";"TOCOS DO MOJI";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316935";"TRES MARIAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"9";"032018"
"316940";"TRES PONTAS";"MG";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"316950";"TUMIRITINGA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"316980";"TURVOLANDIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317000";"UBAI";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317030";"UMBURATIBA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317040";"UNAI";"MG";"S";"S";"1";"S";"S";"N";"S";"";"9";"032018"
"317052";"URUCUIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"5";"032018"
"317065";"VARGEM GRANDE DO RIO PARDO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317070";"VARGINHA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"317075";"VARJAO DE MINAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317090";"VARZELANDIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"317103";"VERDELANDIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"6";"102018"
"317110";"VERISSIMO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"4";"102018"
"317120";"VESPASIANO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"317150";"MATHIAS LOBATO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"317170";"VIRGINIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317190";"VIRGOLANDIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"317220";"WENCESLAU BRAZ";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"320010";"AFONSO CLAUDIO";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320013";"AGUIA BRANCA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320016";"AGUA DOCE DO NORTE";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320030";"ALFREDO CHAVES";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320050";"APIACA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320090";"BARRA DE SAO FRANCISCO";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320100";"BOA ESPERANCA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320130";"CARIACICA";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320150";"COLATINA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"320180";"DIVINO DE SAO LOURENCO";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320190";"DOMINGOS MARTINS";"ES";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"320200";"DORES DO RIO PRETO";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320230";"GUACUI";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320245";"IBATIBA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320250";"IBIRACU";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320255";"IBITIRAMA";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"320265";"IRUPI";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320270";"ITAGUACU";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320305";"JAGUARE";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320320";"LINHARES";"ES";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"320332";"MARATAIZES";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320334";"MARECHAL FLORIANO";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320335";"MARILANDIA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320350";"MONTANHA";"ES";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"320380";"MUQUI";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320390";"NOVA VENECIA";"ES";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"320405";"PEDRO CANARIO";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"320410";"PINHEIROS";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320430";"PRESIDENTE KENNEDY";"ES";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"320435";"RIO BANANAL";"ES";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"280030";"ARACAJU";"SE";"S";"S";"1";"S";"S";"S";"S";"";"3";"032018"
"280060";"BARRA DOS COQUEIROS";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280290";"ITABAIANA";"SE";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"280310";"ITABI";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280350";"LAGARTO";"SE";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"280370";"MACAMBIRA";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280400";"MARUIM";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280460";"NOSSA SENHORA DAS DORES";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280510";"PEDRINHAS";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280560";"PORTO DA FOLHA";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280650";"SANTA ROSA DE LIMA";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"280670";"SAO CRISTOVAO";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290060";"AIQUARA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290115";"AMERICA DOURADA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290140";"ANGICAL";"BA";"S";"S";"1";"S";"S";"N";"S";"";"9";"032018"
"290160";"ANTAS";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"290180";"ANTONIO GONCALVES";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"290260";"BAIXA GRANDE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"290323";"BARRO ALTO";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290350";"BELO CAMPO";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290400";"BONINAL";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290440";"BREJOLANDIA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"4";"082018"
"290490";"CACHOEIRA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290560";"CAMACAN";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290590";"CAMPO ALEGRE DE LOURDES";"BA";"S";"S";"1";"S";"S";"N";"S";"";"9";"032018"
"290682";"CANUDOS";"BA";"S";"S";"1";"S";"S";"N";"S";"";"5";"032018"
"290685";"CAPELA DO ALTO ALEGRE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290850";"CONCEICAO DO JACUIPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290930";"CORRENTINA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"3";"032018"
"290980";"CRUZ DAS ALMAS";"BA";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"291020";"DOM MACEDO COSTA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"291125";"GAVIAO";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"291210";"IBICARAI";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291250";"IBIPITANGA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291260";"IBIQUERA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"5";"102018"
"291340";"IGAPORA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291380";"IPECAETA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291390";"IPIAU";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291510";"ITAGI";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"291535";"ITAGUACU DA BAHIA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"3";"032018"
"291630";"ITAPEBI";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291780";"JAGUARIPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291810";"JEREMOABO";"BA";"S";"S";"1";"S";"S";"N";"S";"";"8";"032018"
"291860";"JUSSIAPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"291875";"LAGOA REAL";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"291920";"LAURO DE FREITAS";"BA";"S";"S";"1";"S";"S";"S";"S";"";"2";"032018"
"291940";"LICINIO DE ALMEIDA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292160";"MORPARA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"5";"082018"
"292240";"MUTUIPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"292250";"NAZARE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"292260";"NILO PECANHA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292273";"NOVA FATIMA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292470";"PIRIPA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292540";"POTIRAGUA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292560";"PRESIDENTE DUTRA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"292593";"QUIXABEIRA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292730";"SALINAS DA MARGARIDA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"292790";"SANTA INES";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"082018"
"292830";"SANTANOPOLIS";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292910";"SAO FELIPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"292935";"SAO JOSE DA VITORIA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292937";"SAO JOSE DO JACUIPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411410";"MANDAGUACU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"042018"
"411435";"MANFRINOPOLIS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411440";"MANGUEIRINHA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"411460";"MARECHAL CANDIDO RONDON";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411470";"MARIA HELENA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411500";"MARILENA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411520";"MARINGA";"PR";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"411530";"MARIOPOLIS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411540";"MARMELEIRO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411550";"MARUMBI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411560";"MATELANDIA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411580";"MEDIANEIRA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411590";"MIRADOR";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411600";"MIRASELVA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411620";"MORRETES";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411650";"NOVA ALIANCA DO IVAI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411660";"NOVA AMERICA DA COLINA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411670";"NOVA AURORA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411690";"NOVA ESPERANCA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411695";"NOVA ESPERANCA DO SUDOESTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411722";"NOVA SANTA ROSA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411727";"NOVA TEBAS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411740";"OURIZONA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411745";"OURO VERDE DO OESTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411770";"PALMEIRA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"411810";"PARANACITY";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411820";"PARANAGUA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411845";"PATO BRAGADO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411850";"PATO BRANCO";"PR";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"411860";"PAULA FREITAS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411880";"PEABIRU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411885";"PEROBAL";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411910";"PIEN";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"411920";"PINHALAO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411930";"PINHAO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"411940";"PIRAI DO SUL";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"411960";"PITANGA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"411970";"PLANALTINA DO PARANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"411995";"PONTAL DO PARANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412000";"PORECATU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412015";"PORTO BARREIRO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412035";"PRANCHITA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412040";"PRESIDENTE CASTELO BRANCO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412060";"PRUDENTOPOLIS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"412085";"QUATRO PONTES";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412090";"QUEDAS DO IGUACU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412100";"QUERENCIA DO NORTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412125";"RAMILANDIA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412130";"RANCHO ALEGRE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412140";"REALEZA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412150";"REBOUCAS";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412170";"RESERVA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"";"102018"
"412190";"RIBEIRAO DO PINHAL";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412210";"RIO BOM";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412215";"RIO BONITO DO IGUACU";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412230";"RIO NEGRO";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412265";"ROSARIO DO IVAI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412270";"SABAUDIA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412290";"SALTO DO ITARARE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412300";"SALTO DO LONTRA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412340";"SANTA FE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"062018"
"412350";"SANTA HELENA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412370";"SANTA ISABEL DO IVAI";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"412380";"SANTA IZABEL DO OESTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412385";"SANTA MARIA DO OESTE";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"412390";"SANTA MARIANA";"PR";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313970";"MARAVILHAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313980";"MAR DE ESPANHA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"250523";"CUITE DE MAMANGUAPE";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"251050";"OLIVEDOS";"PB";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"251550";"SERRA BRANCA";"PB";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"260290";"CABO DE SANTO AGOSTINHO";"PE";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"260830";"JUPI";"PE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"261240";"SANHARO";"PE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"261500";"TAQUARITINGA DO NORTE";"PE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"270400";"JUNQUEIRO";"AL";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"270870";"SAO MIGUEL DOS MILAGRES";"AL";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280520";"PINHAO";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"280680";"SAO DOMINGOS";"SE";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"290360";"BIRITINGA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"290770";"CHORROCHO";"BA";"S";"S";"1";"S";"S";"N";"S";"";"4";"032018"
"291170";"GUANAMBI";"BA";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"291620";"ITAPE";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292390";"PAU BRASIL";"BA";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"292810";"SANTA MARIA DA VITORIA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"293290";"VALENCA";"BA";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"310310";"ANTONIO PRADO DE MINAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"310900";"BRUMADINHO";"MG";"S";"S";"1";"S";"S";"S";"S";"";"1";"032018"
"311370";"CARLOS CHAGAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"7";"032018"
"311820";"CONQUISTA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"312200";"DIVINO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"430215";"BOA VISTA DAS MISSOES";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"430220";"BOA VISTA DO BURICA";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"430225";"BOA VISTA DO SUL";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"430230";"BOM JESUS";"RS";"S";"S";"1";"S";"S";"N";"S";"";"5";"032018"
"430237";"BOM PROGRESSO";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"430240";"BOM RETIRO DO SUL";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"430258";"BOZANO";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"430260";"BRAGA";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"430280";"CACAPAVA DO SUL";"RS";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"430300";"CACHOEIRA DO SUL";"RS";"S";"S";"1";"S";"S";"S";"S";"";"";"032018"
"430310";"CACHOEIRINHA";"RS";"S";"S";"1";"S";"S";"N";"S";"";"3";"032018"
"430320";"CACIQUE DOBLE";"RS";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"522028";"SAO PATRICIO";"GO";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"522050";"SERRANOPOLIS";"GO";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"522070";"SITIO D'ABADIA";"GO";"S";"S";"1";"S";"S";"N";"S";"";"2";"032018"
"522119";"TEREZOPOLIS DE GOIAS";"GO";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"522150";"TURVANIA";"GO";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"522170";"URUANA";"GO";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"522185";"VALPARAISO DE GOIAS";"GO";"S";"S";"1";"S";"S";"N";"S";"";"2";"032018"
"522220";"VILA BOA";"GO";"S";"S";"1";"S";"S";"N";"S";"";"4";"032018"
"530010";"BRASILIA";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"530020";"BRAZLANDIA";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"530050";"CRUZEIRO";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"530080";"LAGO NORTE";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"530100";"NUCLEO BANDEIRANTE";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"530135";"RIACHO FUNDO";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"530160";"SAO SEBASTIAO";"DF";"N";"S";"3";"N";"S";"N";"S";"";"";"102018"
"510454";"ITANHANGA";"MT";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"500390";"FIGUEIRAO";"MS";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"313630";"JOAO PINHEIRO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"4";"032018"
"313657";"JOSENOPOLIS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313680";"JURAMENTO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313730";"LAGOA DOS PATOS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"313760";"LAGOA SANTA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"313810";"LASSANCE";"MG";"S";"S";"1";"S";"S";"N";"S";"";"2";"032018"
"313840";"LEOPOLDINA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"313865";"LONTRA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"042018"
"313900";"MACHADO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"313920";"MALACACHETA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"313990";"MARIA DA FE";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314015";"MARIO CAMPOS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314055";"MATA VERDE";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314080";"MATIAS BARBOSA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"032018"
"314120";"MATUTINA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314160";"MERCES";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314180";"MINAS NOVAS";"MG";"S";"S";"1";"S";"S";"N";"S";"";"";"032018"
"314225";"MIRAVANIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314270";"MONTALVANIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"";"102018"
"314315";"MONTE FORMOSO";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314345";"MONTEZUMA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"6";"102018"
"314360";"MORRO DA GARCA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314435";"NAQUE";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
"314440";"NATERCIA";"MG";"S";"S";"1";"S";"S";"N";"S";"";"1";"102018"
